12/22/2022 04:51:08 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:51:08 AM Name                                                                   Weight Shape                   Total Parameters               Trainable                     
12/22/2022 04:51:08 AM encoder.resnet.6.14.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.14.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.14.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.14.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.15.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.15.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.15.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.15.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.15.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.15.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.15.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.15.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.15.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.16.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.16.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.16.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.16.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.16.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.16.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.16.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.16.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.16.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.17.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.17.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.17.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.17.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.17.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.17.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.17.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.17.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.17.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.18.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.18.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.18.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.18.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.18.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.18.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.18.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.18.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.18.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.19.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.19.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.19.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.19.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.19.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.19.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.19.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.19.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.19.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.20.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.20.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.20.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.20.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.20.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.20.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.20.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.20.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.20.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.21.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.21.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.21.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.21.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.21.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.21.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.21.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.21.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.21.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.22.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.22.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.22.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.22.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.22.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.22.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.22.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.22.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.22.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.23.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.23.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.23.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.23.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.23.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.23.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.23.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.23.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.23.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.24.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.24.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.24.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.24.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.24.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.24.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.24.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.24.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.24.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.25.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.25.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.25.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.25.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.25.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.25.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.25.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.25.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.25.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.26.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.26.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.26.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.26.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.26.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.26.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.26.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.26.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.26.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.27.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.27.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.27.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.27.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.27.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.27.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.27.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.27.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.27.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.28.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.28.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.28.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.28.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.28.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.28.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.28.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.28.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.28.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.29.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.29.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.29.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.29.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.29.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.29.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.29.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.29.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.29.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.30.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.30.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.30.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.30.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.30.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.30.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.30.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.30.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.30.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.31.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.31.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.31.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.31.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.31.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.31.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.31.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.31.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.31.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.32.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.32.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.32.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.32.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.32.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.32.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.32.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.32.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.32.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.33.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.33.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.33.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.33.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.33.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.33.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.33.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.33.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.33.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.34.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.34.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.34.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.34.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.34.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.34.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.34.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.34.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.34.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.35.conv1.weight                                       torch.Size([256, 1024, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.35.bn1.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.35.bn1.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.35.conv2.weight                                       torch.Size([256, 256, 3, 3])   589824                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.35.bn2.weight                                         torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.35.bn2.bias                                           torch.Size([256])              256                            0                             
12/22/2022 04:51:08 AM encoder.resnet.6.35.conv3.weight                                       torch.Size([1024, 256, 1, 1])  262144                         0                             
12/22/2022 04:51:08 AM encoder.resnet.6.35.bn3.weight                                         torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.6.35.bn3.bias                                           torch.Size([1024])             1024                           0                             
12/22/2022 04:51:08 AM encoder.resnet.7.0.conv1.weight                                        torch.Size([512, 1024, 1, 1])  524288                         0                             
12/22/2022 04:51:08 AM encoder.resnet.7.0.bn1.weight                                          torch.Size([512])              512                            0                             
12/22/2022 04:51:08 AM encoder.resnet.7.0.bn1.bias                                            torch.Size([512])              512                            0                             
12/22/2022 04:51:08 AM encoder.resnet.7.0.conv2.weight                                        torch.Size([512, 512, 3, 3])   2359296                        0                             
12/22/2022 04:51:08 AM encoder.resnet.7.0.bn2.weight                                          torch.Size([512])              512                            0                             
12/22/2022 04:51:08 AM encoder.resnet.7.0.bn2.bias                                            torch.Size([512])              512                            0                             
12/22/2022 04:51:08 AM encoder.resnet.7.0.conv3.weight                                        torch.Size([2048, 512, 1, 1])  1048576                        0                             
12/22/2022 04:51:08 AM encoder.resnet.7.0.bn3.weight                                          torch.Size([2048])             2048                           0                             
12/22/2022 04:51:08 AM encoder.resnet.7.0.bn3.bias                                            torch.Size([2048])             2048                           0                             
12/22/2022 04:51:08 AM encoder.resnet.7.0.downsample.0.weight                                 torch.Size([2048, 1024, 1, 1]) 2097152                        0                             
12/22/2022 04:51:08 AM encoder.resnet.7.0.downsample.1.weight                                 torch.Size([2048])             2048                           0                             
12/22/2022 04:51:08 AM encoder.resnet.7.0.downsample.1.bias                                   torch.Size([2048])             2048                           0                             
12/22/2022 04:51:08 AM encoder.resnet.7.1.conv1.weight                                        torch.Size([512, 2048, 1, 1])  1048576                        0                             
12/22/2022 04:51:08 AM encoder.resnet.7.1.bn1.weight                                          torch.Size([512])              512                            0                             
12/22/2022 04:51:08 AM encoder.resnet.7.1.bn1.bias                                            torch.Size([512])              512                            0                             
12/22/2022 04:51:08 AM encoder.resnet.7.1.conv2.weight                                        torch.Size([512, 512, 3, 3])   2359296                        0                             
12/22/2022 04:51:08 AM encoder.resnet.7.1.bn2.weight                                          torch.Size([512])              512                            0                             
12/22/2022 04:51:08 AM encoder.resnet.7.1.bn2.bias                                            torch.Size([512])              512                            0                             
12/22/2022 04:51:08 AM encoder.resnet.7.1.conv3.weight                                        torch.Size([2048, 512, 1, 1])  1048576                        0                             
12/22/2022 04:51:08 AM encoder.resnet.7.1.bn3.weight                                          torch.Size([2048])             2048                           0                             
12/22/2022 04:51:08 AM encoder.resnet.7.1.bn3.bias                                            torch.Size([2048])             2048                           0                             
12/22/2022 04:51:08 AM encoder.resnet.7.2.conv1.weight                                        torch.Size([512, 2048, 1, 1])  1048576                        0                             
12/22/2022 04:51:08 AM encoder.resnet.7.2.bn1.weight                                          torch.Size([512])              512                            0                             
12/22/2022 04:51:08 AM encoder.resnet.7.2.bn1.bias                                            torch.Size([512])              512                            0                             
12/22/2022 04:51:08 AM encoder.resnet.7.2.conv2.weight                                        torch.Size([512, 512, 3, 3])   2359296                        0                             
12/22/2022 04:51:08 AM encoder.resnet.7.2.bn2.weight                                          torch.Size([512])              512                            0                             
12/22/2022 04:51:08 AM encoder.resnet.7.2.bn2.bias                                            torch.Size([512])              512                            0                             
12/22/2022 04:51:08 AM encoder.resnet.7.2.conv3.weight                                        torch.Size([2048, 512, 1, 1])  1048576                        0                             
12/22/2022 04:51:08 AM encoder.resnet.7.2.bn3.weight                                          torch.Size([2048])             2048                           0                             
12/22/2022 04:51:08 AM encoder.resnet.7.2.bn3.bias                                            torch.Size([2048])             2048                           0                             
12/22/2022 04:51:08 AM encoder.embed.weight                                                   torch.Size([512, 2048])        1048576                        1                             
12/22/2022 04:51:08 AM encoder.embed.bias                                                     torch.Size([512])              512                            1                             
12/22/2022 04:51:08 AM encoder.bn.weight                                                      torch.Size([512])              512                            1                             
12/22/2022 04:51:08 AM encoder.bn.bias                                                        torch.Size([512])              512                            1                             
12/22/2022 04:51:08 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:51:08 AM Name                                                                   Weight Shape                   Total Parameters               Trainable                     
12/22/2022 04:51:08 AM decoder.word_embedding.weight                                          torch.Size([2959, 512])        1515008                        1                             
12/22/2022 04:51:08 AM decoder.lstm.weight_ih_l0                                              torch.Size([1536, 512])        786432                         1                             
12/22/2022 04:51:08 AM decoder.lstm.weight_hh_l0                                              torch.Size([1536, 512])        786432                         1                             
12/22/2022 04:51:08 AM decoder.lstm.bias_ih_l0                                                torch.Size([1536])             1536                           1                             
12/22/2022 04:51:08 AM decoder.lstm.bias_hh_l0                                                torch.Size([1536])             1536                           1                             
12/22/2022 04:51:08 AM decoder.linear.weight                                                  torch.Size([2959, 512])        1515008                        1                             
12/22/2022 04:51:08 AM decoder.linear.bias                                                    torch.Size([2959])             2959                           1                             
12/22/2022 04:51:08 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:51:08 AM Total Number of Paramters: 63802831
12/22/2022 04:51:08 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:51:08 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:51:08 AM Training Dataset Size: 6472
12/22/2022 04:51:08 AM Training Dataset Total Batch#: 51
12/22/2022 04:51:08 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:51:08 AM Dev Dataset Size: 809
12/22/2022 04:51:08 AM Dev Dataset Total Batch#: 809
12/22/2022 04:51:08 AM Test Dataset Size: 810
12/22/2022 04:51:08 AM Test Dataset Total Batch#: 810
12/22/2022 04:51:21 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:51:21 AM Trainer Kwargs:
12/22/2022 04:51:21 AM 
12/22/2022 04:51:21 AM device                         cuda
12/22/2022 04:51:21 AM max_epoch                      100
12/22/2022 04:51:21 AM output_dir                     outputs
12/22/2022 04:51:21 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:51:21 AM Optimizer: {'lr': 0.001, 'type': 'Adam', 'kwargs': {'weight_decay': 0, 'amsgrad': True}}
12/22/2022 04:51:21 AM ----------------------------------------------------------------------------------------------------
12/22/2022 04:51:21 AM Callbacks: EarlyStopping
12/22/2022 04:51:21 AM 
12/22/2022 04:51:21 AM save_final_model               True
12/22/2022 04:51:21 AM patience                       20
12/22/2022 04:51:21 AM threshold                      0.0001
12/22/2022 04:51:21 AM mode                           max
